,Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked,state,family,edad
444,1,3,male,0,0,8.1125,S,Mr,1,2
445,1,1,male,0,2,81.8583,S,Master,3,0
446,1,2,female,0,1,19.5,S,Miss,2,0
447,1,1,male,0,0,26.55,S,Mr,1,4
448,1,3,female,2,1,19.2583,C,Miss,4,0
449,1,1,male,0,0,30.5,S,Mr,1,5
450,0,2,male,1,2,27.75,S,Mr,4,4
451,0,3,male,1,0,19.9667,S,Mr,2,2
452,0,1,male,0,0,27.75,C,Mr,1,3
453,1,1,male,1,0,89.1042,C,Mr,2,5
454,0,3,male,0,0,8.05,S,Mr,1,2
455,1,3,male,0,0,7.8958,C,Mr,1,2
456,0,1,male,0,0,26.55,S,Mr,1,5
457,1,1,female,1,0,51.8625,S,Mrs,2,4
458,1,2,female,0,0,10.5,S,Miss,1,5
459,0,3,male,0,0,7.75,Q,Mr,1,2
460,1,1,male,0,0,26.55,S,Mr,1,5
461,0,3,male,0,0,8.05,S,Mr,1,4
462,0,1,male,0,0,38.5,S,Mr,1,5
463,0,2,male,0,0,13.0,S,Mr,1,5
464,0,3,male,0,0,8.05,S,Mr,1,2
465,0,3,male,0,0,7.05,S,Mr,1,4
466,0,2,male,0,0,0.0,S,Mr,1,3
467,0,1,male,0,0,26.55,S,Mr,1,5
468,0,3,male,0,0,7.725,Q,Mr,1,2
469,1,3,female,2,1,19.2583,C,Miss,4,0
470,0,3,male,0,0,7.25,S,Mr,1,2
471,0,3,male,0,0,8.6625,S,Mr,1,4
472,1,2,female,1,2,27.75,S,Mrs,4,3
473,1,2,female,0,0,13.7917,C,Mrs,1,1
474,0,3,female,0,0,9.8375,S,Miss,1,1
475,0,1,male,0,0,52.0,S,Mr,1,4
476,0,2,male,1,0,21.0,S,Mr,2,4
477,0,3,male,1,0,7.0458,S,Mr,2,2
478,0,3,male,0,0,7.5208,S,Mr,1,1
479,1,3,female,0,1,12.2875,S,Miss,2,0
480,0,3,male,5,2,46.9,S,Master,8,0
481,0,2,male,0,0,0.0,S,Mr,1,3
482,0,3,male,0,0,8.05,S,Mr,1,5
483,1,3,female,0,0,9.5875,S,Mrs,1,5
484,1,1,male,1,0,91.0792,C,Mr,2,2
485,0,3,female,3,1,25.4667,S,Miss,5,0
486,1,1,female,1,0,90.0,S,Mrs,2,4
487,0,1,male,0,0,29.7,C,Mr,1,5
488,0,3,male,0,0,8.05,S,Mr,1,3
489,1,3,male,1,1,15.9,S,Master,3,0
490,0,3,male,1,0,19.9667,S,Mr,2,2
491,0,3,male,0,0,7.25,S,Mr,1,1
492,0,1,male,0,0,30.5,S,Mr,1,5
493,0,1,male,0,0,49.5042,C,Mr,1,5
494,0,3,male,0,0,8.05,S,Mr,1,1
495,0,3,male,0,0,14.4583,C,Mr,1,2
496,1,1,female,1,0,78.2667,C,Miss,2,5
497,0,3,male,0,0,15.1,S,Mr,1,2
498,0,1,female,1,2,151.55,S,Mrs,4,2
499,0,3,male,0,0,7.7958,S,Mr,1,1
500,0,3,male,0,0,8.6625,S,Mr,1,0
501,0,3,female,0,0,7.75,Q,Miss,1,1
502,0,3,female,0,0,7.6292,Q,Miss,1,0
503,0,3,female,0,0,9.5875,S,Miss,1,4
504,1,1,female,0,0,86.5,S,Miss,1,0
505,0,1,male,1,0,108.9,C,Mr,2,1
506,1,2,female,0,2,26.0,S,Mrs,3,3
507,1,1,male,0,0,26.55,S,Mr,1,4
508,0,3,male,0,0,22.525,S,Mr,1,2
509,1,3,male,0,0,56.4958,S,Mr,1,2
510,1,3,male,0,0,7.75,Q,Mr,1,2
511,0,3,male,0,0,8.05,S,Mr,1,2
512,1,1,male,0,0,26.2875,S,Mr,1,4
513,1,1,female,1,0,59.4,C,Mrs,2,5
514,0,3,male,0,0,7.4958,S,Mr,1,1
515,0,1,male,0,0,34.0208,S,Mr,1,5
516,1,2,female,0,0,10.5,S,Mrs,1,4
517,0,3,male,0,0,24.15,Q,Mr,1,2
518,1,2,female,1,0,26.0,S,Mrs,2,4
519,0,3,male,0,0,7.8958,S,Mr,1,3
520,1,1,female,0,0,93.5,S,Miss,1,3
521,0,3,male,0,0,7.8958,S,Mr,1,1
522,0,3,male,0,0,7.225,C,Mr,1,2
523,1,1,female,0,1,57.9792,C,Mrs,2,5
524,0,3,male,0,0,7.2292,C,Mr,1,2
525,0,3,male,0,0,7.75,Q,Mr,1,4
526,1,2,female,0,0,10.5,S,Miss,1,5
527,0,1,male,0,0,221.7792,S,Mr,1,4
528,0,3,male,0,0,7.925,S,Mr,1,4
529,0,2,male,2,1,11.5,S,Mr,4,1
530,1,2,female,1,1,26.0,S,Miss,3,0
531,0,3,male,0,0,7.2292,C,Mr,1,2
532,0,3,male,1,1,7.2292,C,Mr,3,0
533,1,3,female,0,2,22.3583,C,Mrs,3,3
534,0,3,female,0,0,8.6625,S,Miss,1,3
535,1,2,female,0,2,26.25,S,Miss,3,0
536,0,1,male,0,0,26.55,S,Mr,1,5
537,1,1,female,0,0,106.425,C,Miss,1,3
538,0,3,male,0,0,14.5,S,Mr,1,2
539,1,1,female,0,2,49.5,C,Miss,3,1
540,1,1,female,0,2,71.0,S,Miss,3,4
541,0,3,female,4,2,31.275,S,Miss,7,0
542,0,3,female,4,2,31.275,S,Miss,7,0
543,1,2,male,1,0,26.0,S,Mr,2,3
544,0,1,male,1,0,106.425,C,Mr,2,5
545,0,1,male,0,0,26.0,S,Mr,1,5
546,1,2,female,1,0,26.0,S,Mrs,2,1
547,1,2,male,0,0,13.8625,C,Mr,1,3
548,0,3,male,1,1,20.525,S,Mr,3,3
549,1,2,male,1,1,36.75,S,Master,3,0
550,1,1,male,0,2,110.8833,C,Mr,3,0
551,0,2,male,0,0,26.0,S,Mr,1,2
552,0,3,male,0,0,7.8292,Q,Mr,1,2
553,1,3,male,0,0,7.225,C,Mr,1,1
554,1,3,female,0,0,7.775,S,Miss,1,1
555,0,1,male,0,0,26.55,S,Mr,1,5
556,1,1,female,1,0,39.6,C,Mrs,2,5
557,0,1,male,0,0,227.525,C,Mr,1,4
558,1,1,female,1,1,79.65,S,Mrs,3,4
559,1,3,female,1,0,17.4,S,Mrs,2,4
560,0,3,male,0,0,7.75,Q,Mr,1,2
561,0,3,male,0,0,7.8958,S,Mr,1,4
562,0,2,male,0,0,13.5,S,Mr,1,2
563,0,3,male,0,0,8.05,S,Mr,1,2
564,0,3,female,0,0,8.05,S,Miss,1,0
565,0,3,male,2,0,24.15,S,Mr,3,1
566,0,3,male,0,0,7.8958,S,Mr,1,1
567,0,3,female,0,4,21.075,S,Mrs,5,2
568,0,3,male,0,0,7.2292,C,Mr,1,2
569,1,3,male,0,0,7.8542,S,Mr,1,3
570,1,2,male,0,0,10.5,S,Mr,1,5
571,1,1,female,2,0,51.4792,S,Mrs,3,5
572,1,1,male,0,0,26.3875,S,Mr,1,4
573,1,3,female,0,0,7.75,Q,Miss,1,0
574,0,3,male,0,0,8.05,S,Mr,1,0
575,0,3,male,0,0,14.5,S,Mr,1,1
576,1,2,female,0,0,13.0,S,Miss,1,4
577,1,1,female,1,0,55.9,S,Mrs,2,4
578,0,3,female,1,0,14.4583,C,Mrs,2,3
579,1,3,male,0,0,7.925,S,Mr,1,3
580,1,2,female,1,1,30.0,S,Miss,3,2
581,1,1,female,1,1,110.8833,C,Mrs,3,4
582,0,2,male,0,0,26.0,S,Mr,1,5
583,0,1,male,0,0,40.125,C,Mr,1,4
584,0,3,male,0,0,8.7125,C,Mr,1,2
585,1,1,female,0,2,79.65,S,Miss,3,1
586,0,2,male,0,0,15.0,S,Mr,1,5
587,1,1,male,1,1,79.2,C,Mr,3,5
588,0,3,male,0,0,8.05,S,Mr,1,1
589,0,3,male,0,0,8.05,S,Mr,1,2
590,0,3,male,0,0,7.125,S,Mr,1,4
591,1,1,female,1,0,78.2667,C,Mrs,2,5
592,0,3,male,0,0,7.25,S,Mr,1,5
593,0,3,female,0,2,7.75,Q,Miss,3,0
594,0,2,male,1,0,26.0,S,Mr,2,4
595,0,3,male,1,1,24.15,S,Mr,3,4
596,1,2,female,0,0,33.0,S,Miss,1,1
597,0,3,male,0,0,0.0,S,Mr,1,5
598,0,3,male,0,0,7.225,C,Mr,1,2
599,1,1,male,1,0,56.9292,C,Mr,2,5
600,1,2,female,2,1,27.0,S,Mrs,4,1
601,0,3,male,0,0,7.8958,S,Mr,1,2
602,0,1,male,0,0,42.4,S,Mr,1,4
603,0,3,male,0,0,8.05,S,Mr,1,5
604,1,1,male,0,0,26.55,C,Mr,1,4
605,0,3,male,1,0,15.55,S,Mr,2,4
606,0,3,male,0,0,7.8958,S,Mr,1,3
607,1,1,male,0,0,30.5,S,Mr,1,2
608,1,2,female,1,2,41.5792,C,Mrs,4,1
609,1,1,female,0,0,153.4625,S,Miss,1,4
610,0,3,female,1,5,31.275,S,Mrs,7,4
611,0,3,male,0,0,7.05,S,Mr,1,2
612,1,3,female,1,0,15.5,Q,Miss,2,0
613,0,3,male,0,0,7.75,Q,Mr,1,2
614,0,3,male,0,0,8.05,S,Mr,1,4
615,1,2,female,1,2,65.0,S,Miss,4,1
616,0,3,male,1,1,14.4,S,Mr,3,4
617,0,3,female,1,0,16.1,S,Mrs,2,2
618,1,2,female,2,1,39.0,S,Miss,4,0
619,0,2,male,0,0,10.5,S,Mr,1,2
620,0,3,male,1,0,14.4542,C,Mr,2,2
621,1,1,male,1,0,52.5542,S,Mr,2,4
622,1,3,male,1,1,15.7417,C,Mr,3,1
623,0,3,male,0,0,7.8542,S,Mr,1,1
624,0,3,male,0,0,16.1,S,Mr,1,1
625,0,1,male,0,0,32.3208,S,Mr,1,5
626,0,2,male,0,0,12.35,Q,Mr,1,5
627,1,1,female,0,0,77.9583,S,Miss,1,1
628,0,3,male,0,0,7.8958,S,Mr,1,2
629,0,3,male,0,0,7.7333,Q,Mr,1,2
630,1,1,male,0,0,30.0,S,Mr,1,5
631,0,3,male,0,0,7.0542,S,Mr,1,5
632,1,1,male,0,0,30.5,C,Mr,1,3
633,0,1,male,0,0,0.0,S,Mr,1,4
634,0,3,female,3,2,27.9,S,Miss,6,0
635,1,2,female,0,0,13.0,S,Miss,1,2
636,0,3,male,0,0,7.925,S,Mr,1,3
637,0,2,male,1,1,26.25,S,Mr,3,3
638,0,3,female,0,5,39.6875,S,Mrs,6,4
639,0,3,male,1,0,16.1,S,Mr,2,2
640,0,3,male,0,0,7.8542,S,Mr,1,1
641,1,1,female,0,0,69.3,C,Miss,1,1
642,0,3,female,3,2,27.9,S,Miss,6,0
643,1,3,male,0,0,56.4958,S,Mr,1,2
644,1,3,female,2,1,19.2583,C,Miss,4,0
645,1,1,male,1,0,76.7292,C,Mr,2,5
646,0,3,male,0,0,7.8958,S,Mr,1,1
647,1,1,male,0,0,35.5,C,Mr,1,5
648,0,3,male,0,0,7.55,S,Mr,1,2
649,1,3,female,0,0,7.55,S,Miss,1,1
650,0,3,male,0,0,7.8958,S,Mr,1,2
651,1,2,female,0,1,23.0,S,Miss,2,1
652,0,3,male,0,0,8.4333,S,Mr,1,1
653,1,3,female,0,0,7.8292,Q,Miss,1,0
654,0,3,female,0,0,6.75,Q,Miss,1,1
655,0,2,male,2,0,73.5,S,Mr,3,1
656,0,3,male,0,0,7.8958,S,Mr,1,2
657,0,3,female,1,1,15.5,Q,Mrs,3,3
658,0,2,male,0,0,13.0,S,Mr,1,1
659,0,1,male,0,2,113.275,C,Mr,3,5
660,1,1,male,2,0,133.65,S,Mr,3,5
661,0,3,male,0,0,7.225,C,Mr,1,4
662,0,1,male,0,0,25.5875,S,Mr,1,5
663,0,3,male,0,0,7.4958,S,Mr,1,4
664,1,3,male,1,0,7.925,S,Mr,2,1
665,0,2,male,2,0,73.5,S,Mr,3,3
666,0,2,male,0,0,13.0,S,Mr,1,2
667,0,3,male,0,0,7.775,S,Mr,1,2
668,0,3,male,0,0,8.05,S,Mr,1,5
669,1,1,female,1,0,52.0,S,Mrs,2,4
670,1,2,female,1,1,39.0,S,Mrs,3,4
671,0,1,male,1,0,52.0,S,Mr,2,3
672,0,2,male,0,0,10.5,S,Mr,1,5
673,1,2,male,0,0,13.0,S,Mr,1,3
674,0,2,male,0,0,0.0,S,Mr,1,3
675,0,3,male,0,0,7.775,S,Mr,1,1
676,0,3,male,0,0,8.05,S,Mr,1,2
677,1,3,female,0,0,9.8417,S,Miss,1,1
678,0,3,female,1,6,46.9,S,Mrs,8,5
679,1,1,male,0,1,512.3292,C,Mr,2,4
680,0,3,female,0,0,8.1375,Q,Miss,1,0
681,1,1,male,0,0,76.7292,C,Mr,1,2
682,0,3,male,0,0,9.225,S,Mr,1,1
683,0,3,male,5,2,46.9,S,Mr,8,0
684,0,2,male,1,1,39.0,S,Mr,3,5
685,0,2,male,1,2,41.5792,C,Mr,4,2
686,0,3,male,4,1,39.6875,S,Mr,6,0
687,0,3,male,0,0,10.1708,S,Mr,1,1
688,0,3,male,0,0,7.7958,S,Mr,1,1
689,1,1,female,0,1,211.3375,S,Miss,2,0
690,1,1,male,1,0,57.0,S,Mr,2,3
691,1,3,female,0,1,13.4167,C,Miss,2,0
692,1,3,male,0,0,56.4958,S,Mr,1,2
693,0,3,male,0,0,7.225,C,Mr,1,2
694,0,1,male,0,0,26.55,S,Mr,1,5
695,0,2,male,0,0,13.5,S,Mr,1,5
696,0,3,male,0,0,8.05,S,Mr,1,5
697,1,3,female,0,0,7.7333,Q,Miss,1,0
698,0,1,male,1,1,110.8833,C,Mr,3,5
699,0,3,male,0,0,7.65,S,Mr,1,4
700,1,1,female,1,0,227.525,C,Mrs,2,1
701,1,1,male,0,0,26.2875,S,Mr,1,4
702,0,3,female,0,1,14.4542,C,Miss,2,1
703,0,3,male,0,0,7.7417,Q,Mr,1,2
704,0,3,male,1,0,7.8542,S,Mr,2,2
705,0,2,male,0,0,26.0,S,Mr,1,4
706,1,2,female,0,0,13.5,S,Mrs,1,5
707,1,1,male,0,0,26.2875,S,Mr,1,4
708,1,1,female,0,0,151.55,S,Miss,1,1
709,1,3,male,1,1,15.2458,C,Master,3,0
710,1,1,female,0,0,49.5042,C,Mrs,1,1
711,0,1,male,0,0,26.55,S,Mr,1,4
712,1,1,male,1,0,52.0,S,Mr,2,5
713,0,3,male,0,0,9.4833,S,Mr,1,2
714,0,2,male,0,0,13.0,S,Mr,1,5
715,0,3,male,0,0,7.65,S,Mr,1,1
716,1,1,female,0,0,227.525,C,Miss,1,4
717,1,2,female,0,0,10.5,S,Miss,1,2
718,0,3,male,0,0,15.5,Q,Mr,1,2
719,0,3,male,0,0,7.775,S,Mr,1,3
720,1,2,female,0,1,33.0,S,Miss,2,0
721,0,3,male,1,0,7.0542,S,Mr,2,0
722,0,2,male,0,0,13.0,S,Mr,1,4
723,0,2,male,0,0,13.0,S,Mr,1,5
724,1,1,male,1,0,53.1,S,Mr,2,2
725,0,3,male,0,0,8.6625,S,Mr,1,1
726,1,2,female,3,0,21.0,S,Mrs,4,3
727,1,3,female,0,0,7.7375,Q,Miss,1,0
728,0,2,male,1,0,26.0,S,Mr,2,2
729,0,3,female,1,0,7.925,S,Miss,2,2
730,1,1,female,0,0,211.3375,S,Miss,1,2
731,0,3,male,0,0,18.7875,C,Mr,1,0
732,0,2,male,0,0,0.0,S,Mr,1,3
733,0,2,male,0,0,13.0,S,Mr,1,1
734,0,2,male,0,0,13.0,S,Mr,1,1
735,0,3,male,0,0,16.1,S,Mr,1,2
736,0,3,female,1,3,34.375,S,Mrs,5,5
737,1,1,male,0,0,512.3292,C,Mr,1,4
738,0,3,male,0,0,7.8958,S,Mr,1,2
739,0,3,male,0,0,7.8958,S,Mr,1,2
740,1,1,male,0,0,30.0,S,Mr,1,4
741,0,1,male,1,0,78.85,S,Mr,2,4
742,1,1,female,2,2,262.375,C,Miss,5,1
743,0,3,male,1,0,16.1,S,Mr,2,1
744,1,3,male,0,0,7.925,S,Mr,1,3
745,0,1,male,1,1,71.0,S,Mr,3,5
746,0,3,male,1,1,20.25,S,Mr,3,0
747,1,2,female,0,0,13.0,S,Miss,1,3
748,0,1,male,1,0,53.1,S,Mr,2,1
749,0,3,male,0,0,7.75,Q,Mr,1,3
750,1,2,female,1,1,23.0,S,Miss,3,0
751,1,3,male,0,1,12.475,S,Master,2,0
752,0,3,male,0,0,9.5,S,Mr,1,3
753,0,3,male,0,0,7.8958,S,Mr,1,1
754,1,2,female,1,2,65.0,S,Mrs,4,5
755,1,2,male,1,1,14.5,S,Master,3,0
756,0,3,male,0,0,7.7958,S,Mr,1,2
757,0,2,male,0,0,11.5,S,Mr,1,1
758,0,3,male,0,0,8.05,S,Mr,1,4
759,1,1,female,0,0,86.5,S,Mrs,1,3
760,0,3,male,0,0,14.5,S,Mr,1,2
761,0,3,male,0,0,7.125,S,Mr,1,4
762,1,3,male,0,0,7.2292,C,Mr,1,1
763,1,1,female,1,2,120.0,S,Mrs,4,4
764,0,3,male,0,0,7.775,S,Mr,1,0
765,1,1,female,1,0,77.9583,S,Mrs,2,5
766,0,1,male,0,0,39.6,C,Mr,1,4
767,0,3,female,0,0,7.75,Q,Miss,1,3
768,0,3,male,1,0,24.15,Q,Mr,2,2
769,0,3,male,0,0,8.3625,S,Mr,1,3
770,0,3,male,0,0,9.5,S,Mr,1,1
771,0,3,male,0,0,7.8542,S,Mr,1,5
772,0,2,female,0,0,10.5,S,Mrs,1,5
773,0,3,male,0,0,7.225,C,Mr,1,2
774,1,2,female,1,3,23.0,S,Mrs,5,5
775,0,3,male,0,0,7.75,S,Mr,1,1
776,0,3,male,0,0,7.75,Q,Mr,1,2
777,1,3,female,0,0,12.475,S,Miss,1,0
778,0,3,male,0,0,7.7375,Q,Mr,1,2
779,1,1,female,0,1,211.3375,S,Mrs,2,5
780,1,3,female,0,0,7.2292,C,Miss,1,0
781,1,1,female,1,0,57.0,S,Mrs,2,0
782,0,1,male,0,0,30.0,S,Mr,1,2
783,0,3,male,1,2,23.45,S,Mr,4,2
784,0,3,male,0,0,7.05,S,Mr,1,2
785,0,3,male,0,0,7.25,S,Mr,1,2
786,1,3,female,0,0,7.4958,S,Miss,1,1
787,0,3,male,4,1,29.125,Q,Master,6,0
788,1,3,male,1,2,20.575,S,Master,4,0
789,0,1,male,0,0,79.2,C,Mr,1,5
790,0,3,male,0,0,7.75,Q,Mr,1,2
791,0,2,male,0,0,26.0,S,Mr,1,0
792,0,3,female,8,2,69.55,S,Miss,11,0
793,0,1,male,0,0,30.6958,C,Mr,1,4
794,0,3,male,0,0,7.8958,S,Mr,1,2
795,0,2,male,0,0,13.0,S,Mr,1,4
796,1,1,female,0,0,25.9292,S,Mr,1,5
797,1,3,female,0,0,8.6833,S,Mrs,1,3
798,0,3,male,0,0,7.2292,C,Mr,1,3
799,0,3,female,1,1,24.15,S,Mrs,3,3
800,0,2,male,0,0,13.0,S,Mr,1,4
801,1,2,female,1,1,26.25,S,Mrs,3,3
802,1,1,male,1,2,120.0,S,Master,4,0
803,1,3,male,0,1,8.5167,C,Master,2,0
804,1,3,male,0,0,6.975,S,Mr,1,2
805,0,3,male,0,0,7.775,S,Mr,1,3
806,0,1,male,0,0,0.0,S,Mr,1,4
807,0,3,female,0,0,7.775,S,Miss,1,1
808,0,2,male,0,0,13.0,S,Mr,1,4
809,1,1,female,1,0,53.1,S,Mrs,2,3
810,0,3,male,0,0,7.8875,S,Mr,1,2
811,0,3,male,0,0,24.15,S,Mr,1,4
812,0,2,male,0,0,10.5,S,Mr,1,4
813,0,3,female,4,2,31.275,S,Miss,7,0
814,0,3,male,0,0,8.05,S,Mr,1,3
815,0,1,male,0,0,0.0,S,Mr,1,4
816,0,3,female,0,0,7.925,S,Miss,1,1
817,0,2,male,1,1,37.0042,C,Mr,3,3
818,0,3,male,0,0,6.45,S,Mr,1,5
819,0,3,male,3,2,27.9,S,Master,6,0
820,1,1,female,1,1,93.5,S,Mrs,3,5
821,1,3,male,0,0,8.6625,S,Mr,1,2
822,0,1,male,0,0,0.0,S,Mr,1,4
823,1,3,female,0,1,12.475,S,Mrs,2,2
824,0,3,male,4,1,39.6875,S,Master,6,0
825,0,3,male,0,0,6.95,Q,Mr,1,2
826,0,3,male,0,0,56.4958,S,Mr,1,2
827,1,2,male,0,2,37.0042,C,Master,3,0
828,1,3,male,0,0,7.75,Q,Mr,1,2
829,1,1,female,0,0,80.0,,Mrs,1,5
830,1,3,female,1,0,14.4542,C,Mrs,2,0
831,1,2,male,1,1,18.75,S,Master,3,0
832,0,3,male,0,0,7.2292,C,Mr,1,2
833,0,3,male,0,0,7.8542,S,Mr,1,1
834,0,3,male,0,0,8.3,S,Mr,1,1
835,1,1,female,1,1,83.1583,C,Miss,3,4
836,0,3,male,0,0,8.6625,S,Mr,1,1
837,0,3,male,0,0,8.05,S,Mr,1,2
838,1,3,male,0,0,56.4958,S,Mr,1,3
839,1,1,male,0,0,29.7,C,Mr,1,4
840,0,3,male,0,0,7.925,S,Mr,1,1
841,0,2,male,0,0,10.5,S,Mr,1,0
842,1,1,female,0,0,31.0,C,Miss,1,3
843,0,3,male,0,0,6.4375,C,Mr,1,4
844,0,3,male,0,0,8.6625,S,Mr,1,0
845,0,3,male,0,0,7.55,S,Mr,1,4
846,0,3,male,8,2,69.55,S,Mr,11,2
847,0,3,male,0,0,7.8958,C,Mr,1,4
848,0,2,male,0,1,33.0,S,Mr,2,2
849,1,1,female,1,0,89.1042,C,Mrs,2,4
850,0,3,male,4,2,31.275,S,Master,7,0
851,0,3,male,0,0,7.775,S,Mr,1,5
852,0,3,female,1,1,15.2458,C,Miss,3,0
853,1,1,female,0,1,39.4,S,Miss,2,0
854,0,2,female,1,0,26.0,S,Mrs,2,5
855,1,3,female,0,1,9.35,S,Mrs,2,1
856,1,1,female,1,1,164.8667,S,Mrs,3,5
857,1,1,male,0,0,26.55,S,Mr,1,5
858,1,3,female,0,3,19.2583,C,Mrs,4,1
859,0,3,male,0,0,7.2292,C,Mr,1,2
860,0,3,male,2,0,14.1083,S,Mr,3,4
861,0,2,male,1,0,11.5,S,Mr,2,1
862,1,1,female,0,0,25.9292,S,Mrs,1,5
863,0,3,female,8,2,69.55,S,Miss,11,0
864,0,2,male,0,0,13.0,S,Mr,1,1
865,1,2,female,0,0,13.0,S,Mrs,1,4
866,1,2,female,1,0,13.8583,C,Miss,2,2
867,0,1,male,0,0,50.4958,S,Mr,1,3
868,0,3,male,0,0,9.5,S,Mr,1,2
869,1,3,male,1,1,11.1333,S,Master,3,0
870,0,3,male,0,0,7.8958,S,Mr,1,2
871,1,1,female,1,1,52.5542,S,Mrs,3,5
872,0,1,male,0,0,5.0,S,Mr,1,3
873,0,3,male,0,0,9.0,S,Mr,1,5
874,1,2,female,1,0,24.0,C,Mrs,2,2
875,1,3,female,0,0,7.225,C,Miss,1,0
876,0,3,male,0,0,9.8458,S,Mr,1,1
877,0,3,male,0,0,7.8958,S,Mr,1,1
878,0,3,male,0,0,7.8958,S,Mr,1,2
879,1,1,female,0,1,83.1583,C,Mrs,2,5
880,1,2,female,0,1,26.0,S,Mrs,2,2
881,0,3,male,0,0,7.8958,S,Mr,1,3
882,0,3,female,0,0,10.5167,S,Miss,1,1
883,0,2,male,0,0,10.5,S,Mr,1,2
884,0,3,male,0,0,7.05,S,Mr,1,2
885,0,3,female,0,5,29.125,Q,Mrs,6,4
886,0,2,male,0,0,13.0,S,Mr,1,2
887,1,1,female,0,0,30.0,S,Miss,1,1
888,0,3,female,1,2,23.45,S,Miss,4,0
889,1,1,male,0,0,30.0,C,Mr,1,2
890,0,3,male,0,0,7.75,Q,Mr,1,3
